City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,rio grande,-32.03,-52.1,32.0,96,0,9.1,BR,1594788907
291,mayo,38.89,-76.51,75.2,88,1,4.45,US,1594788889
292,pangkalanbuun,-2.68,111.62,92.32,53,19,1.81,ID,1594788806
293,sitka,57.05,-135.33,55.4,82,90,13.87,US,1594788939
294,kuito,-12.38,16.93,43.81,57,0,4.36,AO,1594788998
295,berezayka,57.99,33.9,51.49,93,100,10.36,RU,1594788998
296,husavik,66.04,-17.34,50.0,93,90,3.36,IS,1594788998
297,port elizabeth,-33.92,25.57,46.4,75,57,9.17,ZA,1594788892
298,souillac,-20.52,57.52,73.4,83,40,14.99,MU,1594788916
299,beloha,-25.17,45.05,65.86,81,2,6.8,MG,1594788920
300,vila franca do campo,37.72,-25.43,66.2,82,40,8.05,PT,1594788999
301,gat,31.61,34.76,73.99,68,0,1.99,IL,1594788908
302,ergani,38.27,39.76,84.2,43,0,2.24,TR,1594788906
303,honiara,-9.43,159.95,87.8,66,40,8.05,SB,1594788999
304,orlik,52.52,99.83,59.74,74,100,9.08,RU,1594789000
305,punta alta,-38.88,-62.07,39.72,69,40,8.21,AR,1594789000
306,oktyabrskoye,43.06,44.74,69.8,77,44,4.47,RU,1594789000
307,ketchikan,55.34,-131.65,57.2,93,90,11.41,US,1594788650
308,berbera,10.44,45.01,91.0,42,86,27.16,SO,1594789001
309,belyy yar,53.6,91.39,73.4,53,20,17.9,RU,1594789001
310,whyalla,-33.03,137.58,64.4,36,0,13.87,AU,1594788764
311,egvekinot,66.32,-179.17,48.63,84,100,3.44,RU,1594789001
312,yinchuan,38.47,106.27,88.36,22,84,4.74,CN,1594789001
313,coahuayana,18.73,-103.68,78.6,89,13,1.45,MX,1594789001
314,candolim,15.52,73.76,80.6,88,75,8.05,IN,1594789002
315,north bend,43.41,-124.22,61.0,87,1,20.8,US,1594788619
316,rosario,-32.95,-60.64,46.0,56,0,4.7,AR,1594789002
317,aleksandrov gay,50.15,48.57,79.72,55,100,7.81,RU,1594789002
318,wilmington,34.23,-77.94,77.0,94,1,3.18,US,1594789002
319,bahia blanca,-38.72,-62.27,39.18,70,33,5.1,AR,1594789002
320,zhuhai,22.28,113.57,102.99,75,20,14.99,CN,1594789003
321,sola,-13.88,167.55,79.34,80,97,12.66,VU,1594788927
322,port hedland,-20.32,118.57,80.6,22,39,12.75,AU,1594788915
323,dunedin,-45.87,170.5,46.99,79,53,6.22,NZ,1594788704
324,viedma,-40.81,-63.0,35.74,81,43,5.55,AR,1594788832
325,maddur,12.6,77.07,73.4,83,40,9.17,IN,1594789003
326,stokmarknes,68.56,14.91,63.0,75,36,4.0,NO,1594789003
327,vardo,70.37,31.11,48.2,87,84,9.17,NO,1594789003
328,lahat,-3.8,103.53,88.74,52,99,4.32,ID,1594789004
329,bullhead city,35.15,-114.57,102.2,6,1,12.75,US,1594789004
330,ambon,-3.7,128.18,84.0,88,75,3.36,ID,1594789004
331,whitehorse,60.72,-135.05,50.0,93,75,11.41,CA,1594788915
332,lardos,36.09,28.02,75.2,78,0,11.41,GR,1594789004
333,qinzhou,21.95,108.62,94.68,52,41,14.94,CN,1594789005
334,alta floresta,-9.88,-56.09,68.11,51,4,3.44,BR,1594789005
335,banda aceh,5.56,95.32,85.96,68,92,4.83,ID,1594789005
336,mount isa,-20.73,139.5,71.6,17,0,10.29,AU,1594788906
337,yenagoa,4.92,6.26,73.85,93,100,5.7,NG,1594789005
338,sinnamary,5.38,-52.95,76.98,85,80,6.62,GF,1594789005
339,omsukchan,62.53,155.8,59.29,77,100,5.17,RU,1594789006
340,tazovskiy,67.47,78.7,51.75,63,82,8.99,RU,1594789006
341,kavieng,-2.57,150.8,84.96,62,100,3.58,PG,1594789006
342,yumen,40.28,97.2,83.14,18,89,9.98,CN,1594789006
343,laguna,38.42,-121.42,71.6,56,1,6.93,US,1594789006
344,avera,33.19,-82.53,77.0,88,1,4.12,US,1594788904
345,sao joao da barra,-21.64,-41.05,69.64,84,97,13.67,BR,1594788909
346,sibu,2.3,111.82,86.0,70,40,4.7,MY,1594789007
347,bayan,46.08,127.4,88.72,48,5,2.73,CN,1594789007
348,northam,51.03,-4.22,57.99,92,99,5.99,GB,1594789007
349,raduzhnyy,62.1,77.47,58.44,72,94,6.69,RU,1594789007
350,san vicente de canete,-13.08,-76.38,61.57,81,50,4.18,PE,1594789007
351,longyearbyen,78.22,15.64,44.6,75,75,6.93,SJ,1594788653
352,atambua,-9.11,124.89,81.93,52,0,3.11,ID,1594789008
353,qeshm,26.96,56.27,91.4,75,75,6.93,IR,1594789008
354,eureka,40.8,-124.16,57.99,100,1,3.06,US,1594788716
355,san vicente,-26.62,-54.13,39.49,94,0,3.67,AR,1594789009
356,filadelfia,39.95,-75.16,80.01,54,20,3.36,US,1594788798
357,san ramon,37.78,-121.98,64.4,68,1,10.29,US,1594788785
358,hokitika,-42.72,170.97,49.08,59,60,10.18,NZ,1594789009
359,darhan,49.49,105.92,83.3,47,0,10.94,MN,1594789009
360,saint george,37.1,-113.58,91.4,15,1,5.82,US,1594788832
361,sobolevo,54.43,31.9,50.47,93,100,22.3,RU,1594788896
362,burgeo,47.62,-57.62,54.72,85,100,21.25,CA,1594789009
363,mercedes,-34.65,-59.43,41.0,90,0,5.48,AR,1594789010
364,dublin,37.7,-121.94,64.4,68,1,10.29,US,1594788899
365,tieli,46.95,128.05,86.22,55,1,3.27,CN,1594789010
366,te anau,-45.42,167.72,40.32,83,21,1.25,NZ,1594788926
367,tomatlan,19.93,-105.25,78.39,90,9,1.88,MX,1594789010
368,yorkton,51.22,-102.47,59.0,77,40,13.87,CA,1594789010
369,hudson bay,52.85,-102.38,56.12,82,73,12.48,CA,1594789011
370,pevek,69.7,170.31,44.4,72,28,7.05,RU,1594788910
371,nyurba,63.28,118.33,82.02,44,40,5.55,RU,1594789011
372,punta gorda,26.93,-82.05,82.99,88,1,3.44,US,1594788721
373,bathsheba,13.22,-59.52,80.6,78,20,11.41,BB,1594788665
374,marsh harbour,26.54,-77.06,83.57,74,94,5.3,BS,1594789011
375,hofn,64.25,-15.21,50.92,90,99,7.14,IS,1594789011
376,port hardy,50.7,-127.42,59.0,87,75,3.36,CA,1594789012
377,takoradi,4.88,-1.76,73.22,86,26,10.74,GH,1594788928
378,sokolo,14.73,-6.12,80.6,66,99,8.68,ML,1594788890
379,benito juarez,19.39,-99.17,64.4,77,75,4.7,MX,1594788953
380,okha,53.57,142.95,71.2,61,30,9.24,RU,1594789012
381,tromso,69.65,18.96,53.6,76,49,21.92,NO,1594789012
382,pacifica,37.61,-122.49,61.0,77,20,9.17,US,1594788781
383,lucapa,-8.42,20.74,58.86,35,11,5.14,AO,1594789013
384,vamvakou,39.33,22.42,70.0,72,20,4.7,GR,1594789013
385,gympie,-26.19,152.66,63.0,49,0,1.01,AU,1594789013
386,santa rosa,14.31,121.11,93.0,66,48,5.99,PH,1594789013
387,altay,47.87,88.12,76.08,34,89,4.12,CN,1594789013
388,isilkul,54.91,71.27,75.27,55,0,5.64,RU,1594789013
389,pacific grove,36.62,-121.92,60.8,77,1,8.05,US,1594788912
390,cascais,38.7,-9.42,66.0,86,0,11.01,PT,1594789014
391,isangel,-19.55,169.27,78.8,78,75,5.82,VU,1594788895
392,moron,-34.65,-58.62,45.0,63,0,3.74,AR,1594789014
393,mackenzie,55.3,-123.17,53.6,100,90,5.82,CA,1594789014
394,chaohu,31.6,117.87,73.4,100,90,6.71,CN,1594789014
395,gizo,-8.1,156.84,83.26,71,26,4.54,SB,1594788909
396,turukhansk,65.82,87.98,52.16,73,99,13.11,RU,1594789015
397,kisangani,0.52,25.2,75.2,88,58,0.96,CD,1594789015
398,cumpas,29.98,-109.78,76.48,61,100,7.43,MX,1594789015
399,quatre cocos,-20.21,57.76,75.99,83,40,14.99,MU,1594788904
400,lithakia,37.72,20.83,71.6,68,20,3.47,GR,1594789015
401,merritt island,28.54,-80.67,80.01,88,1,6.93,US,1594789015
402,westport,41.14,-73.36,71.6,78,1,3.36,US,1594788887
403,clonakilty,51.62,-8.87,55.99,87,75,18.34,IE,1594789015
404,saint-prosper,46.21,-70.48,59.0,88,86,1.99,CA,1594789016
405,ust-tsilma,65.44,52.15,59.72,94,99,5.91,RU,1594789016
406,pirgos,35.12,25.72,79.0,48,0,11.99,GR,1594789016
407,kasungu,-13.03,33.48,56.68,67,0,3.78,MW,1594788846
408,dandong,40.13,124.39,78.33,75,95,4.9,CN,1594789016
409,kharabali,47.42,47.26,82.87,51,100,4.52,RU,1594789016
410,gold coast,-28.0,153.43,71.01,42,0,8.05,AU,1594789016
411,mackay,-21.15,149.2,72.0,49,18,14.99,AU,1594789017
412,hualmay,-11.1,-77.61,60.28,87,48,7.85,PE,1594788942
413,sur,22.57,59.53,92.7,49,0,3.09,OM,1594789017
414,tarrafal,15.28,-23.77,78.8,78,75,9.17,CV,1594789017
415,ixtapa,20.7,-105.2,84.2,83,75,3.36,MX,1594788709
416,upernavik,72.79,-56.15,42.53,82,99,8.66,GL,1594788626
417,camabatela,-8.19,15.38,54.93,97,70,2.42,AO,1594789017
418,san luis de palenque,5.42,-71.73,74.48,90,81,2.28,CO,1594789017
419,concordia,-31.39,-58.02,34.0,88,0,4.0,AR,1594789018
420,burla,21.5,83.87,84.2,79,75,2.24,IN,1594789018
421,zhanaozen,43.3,52.8,95.23,15,51,9.26,KZ,1594789018
422,havre-saint-pierre,50.23,-63.6,51.8,93,1,3.36,CA,1594788926
423,bitung,1.45,125.18,84.2,79,40,6.93,ID,1594789018
424,kalangala,-0.31,32.23,66.2,88,40,3.36,UG,1594789018
425,yerbogachen,61.28,108.01,66.6,82,100,9.64,RU,1594788945
426,asau,46.43,26.4,57.99,75,57,1.66,RO,1594788909
427,manyana,-23.4,21.72,28.81,93,0,7.23,BW,1594789019
428,salalah,17.02,54.09,78.8,100,90,5.82,OM,1594788710
429,santa fe,-31.63,-60.7,46.0,67,0,1.01,AR,1594788900
430,naze,28.37,129.48,80.6,94,75,12.75,JP,1594788930
431,ambunti,-4.24,142.84,87.78,60,62,2.95,PG,1594789019
432,kindu,-2.95,25.95,70.68,93,83,1.59,CD,1594789019
433,smolenka,52.14,113.5,86.0,51,20,2.24,RU,1594789020
434,mancora,-4.11,-81.05,67.26,79,99,7.78,PE,1594789020
435,kuching,1.55,110.33,86.0,74,20,5.82,MY,1594789020
436,gandajika,-6.75,23.95,62.76,47,23,4.29,CD,1594789020
437,nouadhibou,20.93,-17.03,69.8,77,75,16.11,MR,1594788905
438,peniche,39.36,-9.38,62.01,89,0,4.0,PT,1594789020
439,abaete,-19.16,-45.45,65.23,58,25,2.28,BR,1594788723
440,manbij,36.53,37.95,84.2,35,0,11.41,SY,1594789021
441,elko,41.0,-115.5,78.8,15,1,9.17,US,1594789021
442,eydhafushi,5.1,73.07,83.8,77,100,10.49,MV,1594789021
443,itzehoe,53.92,9.52,57.0,91,83,5.93,DE,1594789021
444,daulatpur,26.5,67.97,96.8,56,0,6.93,PK,1594789021
445,tura,25.52,90.22,82.99,81,97,4.88,IN,1594788929
446,mehamn,71.04,27.85,46.4,81,40,5.82,NO,1594788904
447,launceston,-41.45,147.17,54.0,66,100,14.99,AU,1594788911
448,constitucion,-35.33,-72.42,52.23,72,0,4.63,CL,1594788888
449,huangchuan,32.13,115.04,71.15,95,100,8.5,CN,1594789022
450,varkaus,62.32,27.87,61.0,76,0,3.36,FI,1594789022
451,ulaangom,49.98,92.07,65.91,65,100,5.7,MN,1594789022
452,bonoua,5.27,-3.6,75.2,94,20,4.7,CI,1594789023
453,buala,-8.14,159.59,84.27,70,69,4.79,SB,1594788939
454,pathein,16.78,94.73,88.97,61,10,6.91,MM,1594789023
455,touros,-5.2,-35.46,73.4,94,20,2.24,BR,1594788885
456,sogne,58.08,7.82,55.99,100,20,3.36,NO,1594789023
457,chilca,-12.52,-76.74,59.0,93,90,9.17,PE,1594789023
458,umm kaddadah,13.6,26.69,82.71,59,20,14.97,SD,1594789023
459,emerald,-23.53,148.17,69.8,30,0,4.7,AU,1594788692
460,aasiaat,68.71,-52.87,33.35,94,7,4.38,GL,1594789024
461,nishihara,26.18,127.76,87.8,74,75,19.46,JP,1594789024
462,roald,62.58,6.13,53.6,93,0,5.01,NO,1594789024
463,igarka,67.47,86.58,53.56,67,100,12.82,RU,1594788918
464,kuala terengganu,5.33,103.14,89.6,59,20,4.7,MY,1594789024
465,the valley,18.22,-63.06,82.4,74,20,10.29,AI,1594788888
466,nsanje,-16.92,35.26,59.94,69,0,2.53,MW,1594789024
467,okhotsk,59.38,143.3,69.58,64,9,9.6,RU,1594788902
468,goderich,43.75,-81.72,68.0,83,83,10.87,CA,1594789025
469,zhireken,52.82,117.31,86.58,35,5,7.29,RU,1594789025
470,iracoubo,5.48,-53.2,76.57,86,81,6.44,GF,1594789025
471,goma,-1.68,29.22,60.8,82,75,6.93,CD,1594789025
472,vihti,60.42,24.32,60.01,72,0,1.99,FI,1594789025
473,point fortin,10.18,-61.68,78.01,89,0,9.93,TT,1594789026
474,uribia,11.71,-72.27,79.45,78,0,6.2,CO,1594789026
475,sembakung,3.82,117.25,96.55,45,61,0.76,ID,1594789026
476,champerico,14.3,-91.92,77.99,86,89,1.07,GT,1594789026
477,abha,18.22,42.51,73.4,19,8,14.94,SA,1594789026
478,lokosovo,61.13,74.82,69.06,55,100,11.74,RU,1594789026
479,flin flon,54.77,-101.86,54.23,89,49,9.91,CA,1594788911
480,penalva,-3.29,-45.17,70.75,98,1,2.51,BR,1594789027
481,den helder,52.96,4.76,59.0,82,20,6.93,NL,1594788932
482,urucara,-2.54,-57.76,74.46,75,34,2.01,BR,1594789027
483,mitsamiouli,-11.38,43.28,77.09,64,3,6.85,KM,1594789027
484,bonavista,48.65,-53.11,50.0,78,100,1.99,CA,1594789027
485,montrose,38.42,-108.27,77.0,29,1,8.05,US,1594789027
486,saiha,22.48,92.97,80.73,83,100,2.35,IN,1594789027
487,poum,-20.23,164.02,71.4,88,38,16.2,NC,1594789028
488,imeni poliny osipenko,52.42,136.49,84.34,50,5,7.27,RU,1594789028
489,san-pedro,4.75,-6.64,72.0,86,83,6.06,CI,1594789028
490,herat,34.5,62.0,91.4,18,20,6.93,AF,1594789028
491,caravelas,-17.71,-39.25,69.17,95,6,4.59,BR,1594788905
492,bonthe,7.53,-12.51,75.67,87,100,12.73,SL,1594789028
493,phan thiet,10.93,108.1,87.21,69,57,5.93,VN,1594789029
494,teya,60.38,92.63,56.43,61,94,11.34,RU,1594788938
495,vestmanna,62.16,-7.17,50.0,93,95,3.36,FO,1594789029
496,kitimat,54.05,-128.65,55.4,87,75,13.87,CA,1594789029
497,siilinjarvi,63.08,27.67,57.2,82,0,3.36,FI,1594789029
498,belaya gora,68.53,146.42,59.09,43,88,12.93,RU,1594789029
499,adre,13.47,22.2,72.01,68,1,4.47,TD,1594789029
500,camacha,33.08,-16.33,68.0,82,40,17.22,PT,1594789029
501,buraydah,26.33,43.98,84.2,32,0,6.93,SA,1594789030
502,kukushtan,57.65,56.5,84.2,62,5,8.95,RU,1594789030
503,sauda,59.65,6.35,55.0,99,92,1.16,NO,1594789030
504,kijang,35.24,129.21,67.37,80,100,6.49,KR,1594789030
505,hambantota,6.12,81.12,84.2,94,40,10.29,LK,1594789030
506,luangwa,-15.62,30.42,56.52,61,0,1.41,ZM,1594789030
507,bereda,43.27,-7.54,60.01,100,42,8.99,ES,1594789031
508,takhli,15.26,100.34,83.48,74,91,6.73,TH,1594789031
509,tuensang,26.28,94.83,75.27,80,100,2.59,IN,1594789031
510,port lincoln,-34.73,135.87,60.96,53,21,14.47,AU,1594788887
511,tuatapere,-46.13,167.68,39.0,83,1,3.0,NZ,1594789031
512,sept-iles,50.2,-66.38,48.2,93,5,4.7,CA,1594788910
513,boa vista,2.82,-60.67,77.0,88,0,2.24,BR,1594788759
514,batagay-alyta,67.8,130.41,67.86,43,54,4.38,RU,1594789031
515,prado,-17.34,-39.22,69.84,92,7,2.82,BR,1594789032
516,naron,43.52,-8.15,63.0,82,57,3.0,ES,1594789032
517,budaors,47.46,18.96,64.0,63,22,3.0,HU,1594789032
518,huarmey,-10.07,-78.15,61.27,87,85,7.07,PE,1594789032
519,vikulovo,56.82,70.61,78.37,57,2,6.93,RU,1594789032
520,sovetskiy,61.36,63.58,85.17,51,35,8.01,RU,1594789032
521,manzanillo,20.34,-77.12,77.81,91,16,6.04,CU,1594789033
522,nemuro,43.32,145.57,57.2,82,75,6.93,JP,1594789033
523,dauphin,51.15,-100.05,60.8,72,40,17.22,CA,1594788952
524,cartagena del chaira,1.33,-74.84,69.82,97,5,1.88,CO,1594789033
525,kjollefjord,70.95,27.35,46.4,81,40,5.82,NO,1594789033
526,birjand,32.87,59.22,84.2,18,75,9.17,IR,1594789033
527,vanimo,-2.67,141.3,85.48,68,14,10.29,PG,1594789033
528,basoko,1.24,23.62,71.22,90,88,1.77,CD,1594789034
529,bavleny,56.4,39.56,62.74,92,78,11.3,RU,1594789034
530,korsakovo,53.27,37.36,55.29,95,100,17.69,RU,1594789034
531,hearst,49.68,-83.67,66.31,83,100,12.03,CA,1594789034
532,athni,16.73,75.07,71.96,90,100,17.34,IN,1594789034
533,polovinnoye,54.79,65.99,81.81,62,10,7.36,RU,1594789034
534,ulaanbaatar,47.91,106.88,77.0,44,40,6.71,MN,1594789035
535,bhuj,23.27,69.67,88.2,62,87,9.26,IN,1594789035
536,suntar,62.14,117.63,87.06,42,45,1.48,RU,1594789035
537,mazagao,-0.12,-51.29,77.0,100,1,2.24,BR,1594789035
538,caceres,39.52,-6.37,71.64,46,2,15.5,ES,1594789036
539,sabha,27.04,14.43,76.5,36,0,9.01,LY,1594788905
540,jacareacanga,-6.22,-57.75,70.45,57,3,1.05,BR,1594789036
541,vao,-22.67,167.48,70.88,87,78,14.61,NC,1594789036
542,juneau,58.3,-134.42,55.4,87,90,9.17,US,1594789036
543,kichera,55.94,110.1,84.13,37,31,4.81,RU,1594789037
544,los llanos de aridane,28.66,-17.92,69.8,77,2,11.41,ES,1594788944
545,pisco,-13.7,-76.22,60.8,87,75,1.12,PE,1594788741
546,russell,32.35,-85.2,84.2,78,1,4.7,US,1594788919
547,ayan,56.45,138.17,65.39,69,99,6.31,RU,1594788936
548,ailigandi,9.23,-78.02,79.43,81,86,1.45,PA,1594789037
549,gainesville,29.65,-82.32,80.01,94,1,2.68,US,1594788803
550,jabinyanah,35.03,10.91,77.0,83,30,7.14,TN,1594789037
551,yulara,-25.24,130.99,66.2,20,20,8.05,AU,1594789037
552,sorland,67.67,12.69,59.0,67,0,1.12,NO,1594789038
553,soyo,-6.13,12.37,69.8,85,44,0.31,AO,1594789038
554,januaria,-15.48,-44.37,64.74,46,0,1.61,BR,1594789038
555,lodja,-3.48,23.43,70.36,92,67,2.37,CD,1594789038
556,mareeba,-17.0,145.43,78.01,50,68,12.75,AU,1594789038
557,nieuw amsterdam,5.88,-55.08,77.0,95,1,5.55,SR,1594789038
558,kutahya,39.42,29.98,57.2,87,9,4.7,TR,1594789039
559,sechura,-5.56,-80.82,64.27,84,83,10.56,PE,1594788634
560,karaton,-6.34,106.1,86.0,62,40,14.99,ID,1594789039
561,tokur,53.13,132.9,87.75,34,55,2.46,RU,1594789039
562,portland,45.52,-122.68,75.2,44,1,10.29,US,1594789039
563,zirandaro,18.45,-100.98,79.77,72,78,1.32,MX,1594789039
564,mokrous,51.23,47.52,78.75,59,100,7.9,RU,1594789039
565,salas,43.41,-6.26,62.01,93,75,0.89,ES,1594789040
566,summerville,33.02,-80.18,78.8,94,1,3.38,US,1594789040
567,lahore,31.55,74.34,89.6,59,40,9.17,PK,1594788760
568,bonawon,9.13,122.92,84.58,70,59,3.13,PH,1594789040
569,zhangye,38.93,100.45,88.3,23,82,10.49,CN,1594789040
570,bedworth,52.48,-1.47,55.4,82,75,3.36,GB,1594789040
571,yaan,7.38,8.57,71.1,99,100,3.62,NG,1594789040
572,narsaq,60.92,-46.05,44.6,87,100,5.82,GL,1594788929
573,talara,-4.58,-81.27,63.55,87,79,15.41,PE,1594789041
574,shelburne,44.08,-80.2,66.0,93,1,3.47,CA,1594789041
575,fairmont,39.49,-80.14,64.99,88,0,2.8,US,1594789041
576,aden,12.78,45.04,86.2,79,100,0.83,YE,1594788784
577,maldonado,-34.67,-54.92,37.99,74,0,5.82,UY,1594789041
578,newcastle,-32.93,151.78,61.0,62,75,20.8,AU,1594788807
579,tahoua,14.89,5.27,81.12,66,90,13.09,NE,1594789042
580,pemangkat,1.17,108.97,84.29,64,89,3.78,ID,1594789042
581,chancay,-11.57,-77.27,59.0,93,90,9.17,PE,1594789042
582,parainen,60.31,22.3,59.0,87,0,6.93,FI,1594789042
